call_id,hcp_id,rep_id,call_date,call_note_raw,call_summary_target,agent_summary,agent_sentiment,agent_topics,agent_next_action,agent_compliance_flag,agent_competitor_flag
CALL_000227,HCP_01716,REP_012,2024-02-07,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised efficacy improvement and mentioned prefers competitor.,ERROR,,,,,
CALL_000228,HCP_02352,REP_077,2024-02-22,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised efficacy improvement and mentioned needs more data.,ERROR,,,,,
CALL_000229,HCP_02131,REP_053,2024-02-21,HCP raised patient support program and mentioned cost too high. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised patient support program and mentioned cost too high.,ERROR,,,,,
CALL_000230,HCP_02117,REP_007,2024-03-13,HCP raised side effect management and mentioned workflow complexity. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised side effect management and mentioned workflow complexity.,ERROR,,,,,
CALL_000231,HCP_00985,REP_055,2024-01-05,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised access / prior auth and mentioned workflow complexity.,ERROR,,,,,
CALL_000232,HCP_03821,REP_005,2024-01-22,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised access / prior auth and mentioned formulary restrictions.,ERROR,,,,,
CALL_000233,HCP_04034,REP_010,2024-03-15,HCP raised patient support program and mentioned no suitable patients yet. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised patient support program and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000234,HCP_01560,REP_062,2024-02-29,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised side effect management and mentioned cost too high.,ERROR,,,,,
CALL_000235,HCP_03731,REP_026,2024-03-10,HCP raised safety concern and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised safety concern and mentioned prefers competitor.,ERROR,,,,,
CALL_000236,HCP_04875,REP_038,2024-04-19,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised new indication and mentioned needs more data.,ERROR,,,,,
CALL_000237,HCP_00235,REP_023,2024-01-06,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised efficacy improvement and mentioned workflow complexity.,ERROR,,,,,
CALL_000238,HCP_04790,REP_017,2024-01-08,HCP raised access / prior auth and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised access / prior auth and mentioned needs more data.,ERROR,,,,,
CALL_000239,HCP_00710,REP_008,2024-05-14,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised access / prior auth and mentioned workflow complexity.,ERROR,,,,,
CALL_000240,HCP_01370,REP_023,2024-02-05,HCP raised safety concern and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised safety concern and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000241,HCP_01674,REP_042,2024-01-15,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised access / prior auth and mentioned prefers competitor.,ERROR,,,,,
CALL_000242,HCP_02847,REP_053,2024-02-03,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised access / prior auth and mentioned workflow complexity.,ERROR,,,,,
CALL_000243,HCP_00895,REP_055,2024-01-07,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised safety concern and mentioned needs more data.,ERROR,,,,,
CALL_000244,HCP_04022,REP_003,2024-01-09,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised new indication and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000245,HCP_03847,REP_048,2024-02-11,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised new indication and mentioned prefers competitor.,ERROR,,,,,
CALL_000246,HCP_02784,REP_029,2024-04-19,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised safety concern and mentioned workflow complexity.,ERROR,,,,,
CALL_000247,HCP_01575,REP_036,2024-02-08,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised new indication and mentioned prefers competitor.,ERROR,,,,,
CALL_000248,HCP_03783,REP_049,2024-03-21,HCP raised side effect management and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised side effect management and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000249,HCP_01463,REP_072,2024-01-15,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised efficacy improvement and mentioned workflow complexity.,ERROR,,,,,
CALL_000250,HCP_02245,REP_018,2024-03-07,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised new indication and mentioned prefers competitor.,ERROR,,,,,
CALL_000251,HCP_01829,REP_014,2024-01-04,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised access / prior auth and mentioned workflow complexity.,ERROR,,,,,
CALL_000252,HCP_04442,REP_015,2024-02-05,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised new indication and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000253,HCP_03603,REP_071,2024-01-11,HCP raised safety concern and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised safety concern and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000254,HCP_00550,REP_052,2024-03-24,HCP raised side effect management and mentioned workflow complexity. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised side effect management and mentioned workflow complexity.,ERROR,,,,,
CALL_000255,HCP_01075,REP_004,2024-02-04,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised efficacy improvement and mentioned workflow complexity.,ERROR,,,,,
CALL_000256,HCP_01590,REP_025,2024-01-04,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised safety concern and mentioned needs more data.,ERROR,,,,,
CALL_000257,HCP_04166,REP_058,2024-01-12,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised efficacy improvement and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000258,HCP_04577,REP_020,2024-02-05,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised efficacy improvement and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000259,HCP_01950,REP_011,2024-01-25,HCP raised safety concern and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised safety concern and mentioned prefers competitor.,ERROR,,,,,
CALL_000260,HCP_04223,REP_028,2024-01-04,HCP raised patient support program and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised patient support program and mentioned workflow complexity.,ERROR,,,,,
CALL_000261,HCP_03433,REP_052,2024-02-25,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised side effect management and mentioned formulary restrictions.,ERROR,,,,,
CALL_000262,HCP_02848,REP_058,2024-02-04,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised safety concern and mentioned needs more data.,ERROR,,,,,
CALL_000263,HCP_04208,REP_017,2024-01-25,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised efficacy improvement and mentioned workflow complexity.,ERROR,,,,,
CALL_000264,HCP_00073,REP_009,2024-02-28,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised safety concern and mentioned formulary restrictions.,ERROR,,,,,
