call_id,hcp_id,rep_id,call_date,call_note_raw,call_summary_target
CALL_001433,HCP_03379,REP_029,2024-01-05,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised new indication and mentioned workflow complexity.
CALL_001434,HCP_04387,REP_057,2024-03-02,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised efficacy improvement and mentioned workflow complexity.
CALL_001435,HCP_01410,REP_051,2024-01-08,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised side effect management and mentioned formulary restrictions.
CALL_001436,HCP_03394,REP_057,2024-01-25,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised safety concern and mentioned formulary restrictions.
CALL_001437,HCP_00990,REP_074,2024-01-04,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised access / prior auth and mentioned formulary restrictions.
CALL_001438,HCP_03028,REP_003,2024-02-04,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised access / prior auth and mentioned cost too high.
CALL_001439,HCP_03080,REP_011,2024-03-11,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised new indication and mentioned prefers competitor.
CALL_001440,HCP_04338,REP_062,2024-01-08,HCP raised patient support program and mentioned no suitable patients yet. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised patient support program and mentioned no suitable patients yet.
CALL_001441,HCP_04425,REP_054,2024-01-03,HCP raised access / prior auth and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised access / prior auth and mentioned needs more data.
CALL_001442,HCP_04276,REP_058,2024-01-04,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised efficacy improvement and mentioned prefers competitor.
CALL_001443,HCP_00371,REP_070,2024-01-05,HCP raised patient support program and mentioned no suitable patients yet. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised patient support program and mentioned no suitable patients yet.
CALL_001444,HCP_04041,REP_042,2024-02-05,HCP raised patient support program and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised patient support program and mentioned cost too high.
CALL_001445,HCP_00307,REP_041,2024-01-18,HCP raised side effect management and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised side effect management and mentioned needs more data.
CALL_001446,HCP_00131,REP_052,2024-07-08,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised access / prior auth and mentioned cost too high.
CALL_001447,HCP_02423,REP_066,2024-01-11,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised access / prior auth and mentioned cost too high.
CALL_001448,HCP_02546,REP_068,2024-01-06,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised safety concern and mentioned needs more data.
CALL_001449,HCP_01704,REP_050,2024-02-28,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised efficacy improvement and mentioned needs more data.
CALL_001450,HCP_02858,REP_073,2024-01-01,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised access / prior auth and mentioned workflow complexity.
CALL_001451,HCP_00915,REP_078,2024-02-08,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised safety concern and mentioned formulary restrictions.
CALL_001452,HCP_03589,REP_020,2024-01-27,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised new indication and mentioned prefers competitor.
CALL_001453,HCP_04727,REP_057,2024-01-10,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised efficacy improvement and mentioned workflow complexity.
CALL_001454,HCP_00391,REP_074,2024-02-16,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised patient support program and mentioned formulary restrictions.
CALL_001455,HCP_01841,REP_041,2024-02-03,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised new indication and mentioned workflow complexity.
CALL_001456,HCP_03112,REP_012,2024-01-09,HCP raised side effect management and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised side effect management and mentioned workflow complexity.
CALL_001457,HCP_00816,REP_054,2024-01-06,HCP raised side effect management and mentioned no suitable patients yet. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised side effect management and mentioned no suitable patients yet.
CALL_001458,HCP_04559,REP_018,2024-01-09,HCP raised side effect management and mentioned no suitable patients yet. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised side effect management and mentioned no suitable patients yet.
CALL_001459,HCP_00045,REP_056,2024-03-05,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised access / prior auth and mentioned workflow complexity.
CALL_001460,HCP_00668,REP_032,2024-02-10,HCP raised side effect management and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised side effect management and mentioned needs more data.
CALL_001461,HCP_03838,REP_072,2024-04-14,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised access / prior auth and mentioned formulary restrictions.
CALL_001462,HCP_04288,REP_017,2024-01-20,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised efficacy improvement and mentioned cost too high.
CALL_001463,HCP_04813,REP_036,2024-01-11,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised safety concern and mentioned formulary restrictions.
CALL_001464,HCP_00728,REP_075,2024-02-14,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised new indication and mentioned cost too high.
CALL_001465,HCP_01887,REP_005,2024-01-03,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised patient support program and mentioned formulary restrictions.
